HNodes, LRate, Epochs, Error, Diff, STime, ETime
20 , 0.1 , 5 , 0.9197 , 0:12:03.278384 , 2018-03-24 04:43:59.921052 , 2018-03-24 04:56:03.199436
20 , 0.1 , 8 , 0.9247 , 0:19:24.127436 , 2018-03-24 04:56:05.611643 , 2018-03-24 05:15:29.739079
20 , 0.1 , 13 , 0.9289 , 0:31:02.839975 , 2018-03-24 05:15:32.026634 , 2018-03-24 05:46:34.866609
50 , 0.001 , 3 , 0.8743 , 0:08:23.858536 , 2018-03-24 05:46:37.283122 , 2018-03-24 05:55:01.141658
50 , 0.001 , 5 , 0.8977 , 0:16:31.510376 , 2018-03-24 05:55:03.596363 , 2018-03-24 06:11:35.106739
50 , 0.001 , 8 , 0.9121 , 0:26:04.171883 , 2018-03-24 06:11:37.437620 , 2018-03-24 06:37:41.609503
50 , 0.001 , 13 , 0.9209 , 0:42:55.098081 , 2018-03-24 06:37:43.818939 , 2018-03-24 07:20:38.917020
50 , 0.01 , 3 , 0.9345 , 0:09:57.572325 , 2018-03-24 07:20:41.247638 , 2018-03-24 07:30:38.819963
50 , 0.01 , 5 , 0.9464 , 0:16:29.001190 , 2018-03-24 07:30:41.190087 , 2018-03-24 07:47:10.191277
50 , 0.01 , 8 , 0.9547 , 0:24:49.092310 , 2018-03-24 07:47:12.598406 , 2018-03-24 08:12:01.690716
50 , 0.01 , 13 , 0.9585 , 0:41:58.903381 , 2018-03-24 08:12:04.107535 , 2018-03-24 08:54:03.010916
50 , 0.1 , 3 , 0.9581 , 0:09:53.437337 , 2018-03-24 08:54:05.343595 , 2018-03-24 09:03:58.780932
50 , 0.1 , 5 , 0.9583 , 0:16:31.716169 , 2018-03-24 09:04:01.151363 , 2018-03-24 09:20:32.867532
50 , 0.1 , 8 , 0.9596 , 0:24:45.808467 , 2018-03-24 09:20:35.075300 , 2018-03-24 09:45:20.883767
50 , 0.1 , 13 , 0.9541 , 0:42:12.044513 , 2018-03-24 09:45:21.414551 , 2018-03-24 10:27:33.459064
100 , 0.001 , 3 , 0.8819 , 0:13:50.949732 , 2018-03-24 10:27:35.747663 , 2018-03-24 10:41:26.697395
100 , 0.001 , 5 , 0.8984 , 0:22:51.483105 , 2018-03-24 10:41:29.148682 , 2018-03-24 11:04:20.631787
100 , 0.001 , 8 , 0.9119 , 0:36:50.457584 , 2018-03-24 11:04:23.004975 , 2018-03-24 11:41:13.462559
100 , 0.001 , 13 , 0.9234 , 0:57:37.766833 , 2018-03-24 11:41:15.917385 , 2018-03-24 12:38:53.684218
100 , 0.01 , 3 , 0.9407 , 0:13:48.625696 , 2018-03-24 12:38:55.978040 , 2018-03-24 12:52:44.603736
100 , 0.01 , 5 , 0.9514 , 0:22:45.226059 , 2018-03-24 12:52:46.892430 , 2018-03-24 13:15:32.118489
100 , 0.01 , 8 , 0.9608 , 0:34:26.351820 , 2018-03-24 13:15:34.407509 , 2018-03-24 13:50:00.759329
100 , 0.01 , 13 , 0.9659 , 0:59:35.098289 , 2018-03-24 13:50:03.237695 , 2018-03-24 14:49:38.335984
100 , 0.1 , 3 , 0.9639 , 0:13:56.331922 , 2018-03-24 14:49:40.717391 , 2018-03-24 15:03:37.049313
100 , 0.1 , 5 , 0.9652 , 0:22:45.959964 , 2018-03-24 15:03:41.912747 , 2018-03-24 15:26:27.872711
100 , 0.1 , 8 , 0.9698 , 0:34:32.886702 , 2018-03-24 15:26:30.165928 , 2018-03-24 16:01:03.052630
100 , 0.1 , 13 , 0.9625 , 0:58:49.171603 , 2018-03-24 16:01:05.423322 , 2018-03-24 16:59:54.594925
5 , 0.001 , 3 , 0.3704 , 0:06:13.581061 , 2018-03-24 16:59:56.845570 , 2018-03-24 17:06:10.426631
5 , 0.001 , 5 , 0.5686 , 0:10:05.189243 , 2018-03-24 17:06:12.716431 , 2018-03-24 17:16:17.905674
5 , 0.001 , 8 , 0.3765 , 0:16:07.322523 , 2018-03-24 17:16:20.198181 , 2018-03-24 17:32:27.520704
5 , 0.001 , 13 , 0.4654 , 0:24:10.256453 , 2018-03-24 17:32:29.807779 , 2018-03-24 17:56:40.064232
5 , 0.01 , 3 , 0.6324 , 0:06:10.970668 , 2018-03-24 17:56:42.433920 , 2018-03-24 18:02:53.404588
5 , 0.01 , 5 , 0.6351 , 0:10:09.781836 , 2018-03-24 18:02:55.653258 , 2018-03-24 18:13:05.435094
5 , 0.01 , 8 , 0.6328 , 0:16:08.566217 , 2018-03-24 18:13:07.683967 , 2018-03-24 18:29:16.250184
5 , 0.01 , 13 , 0.8239 , 0:25:43.619690 , 2018-03-24 18:29:18.619573 , 2018-03-24 18:55:02.239263
5 , 0.1 , 3 , 0.7012 , 0:06:25.999676 , 2018-03-24 18:55:04.613207 , 2018-03-24 19:01:30.612883
5 , 0.1 , 5 , 0.7872 , 0:10:12.642753 , 2018-03-24 19:01:32.897734 , 2018-03-24 19:11:45.540487
5 , 0.1 , 8 , 0.8252 , 0:16:08.641939 , 2018-03-24 19:11:47.869998 , 2018-03-24 19:27:56.511937
5 , 0.1 , 13 , 0.7161 , 0:24:16.644206 , 2018-03-24 19:27:58.717636 , 2018-03-24 19:52:15.361842
10 , 0.001 , 3 , 0.5606 , 0:06:31.379003 , 2018-03-24 19:52:17.609298 , 2018-03-24 19:58:48.988301
10 , 0.001 , 5 , 0.626 , 0:10:48.711264 , 2018-03-24 19:58:51.364177 , 2018-03-24 20:09:40.075441
10 , 0.001 , 8 , 0.7703 , 0:17:00.614983 , 2018-03-24 20:09:42.483395 , 2018-03-24 20:26:43.098378
10 , 0.001 , 13 , 0.8607 , 0:27:09.567754 , 2018-03-24 20:26:45.508348 , 2018-03-24 20:53:55.076102
10 , 0.01 , 3 , 0.8769 , 0:06:30.609952 , 2018-03-24 20:53:57.325902 , 2018-03-24 21:00:27.935854
10 , 0.01 , 5 , 0.9037 , 0:10:45.555453 , 2018-03-24 21:00:30.265629 , 2018-03-24 21:11:15.821082
10 , 0.01 , 8 , 0.8986 , 0:17:02.240954 , 2018-03-24 21:11:18.192029 , 2018-03-24 21:28:20.432983
10 , 0.01 , 13 , 0.8958 , 0:26:06.792314 , 2018-03-24 21:28:22.798102 , 2018-03-24 21:54:29.590416
10 , 0.1 , 3 , 0.8873 , 0:06:31.333723 , 2018-03-24 21:54:31.840970 , 2018-03-24 22:01:03.174693
10 , 0.1 , 5 , 0.8795 , 0:10:44.269104 , 2018-03-24 22:01:05.505936 , 2018-03-24 22:11:49.775040
10 , 0.1 , 8 , 0.898 , 0:17:05.794043 , 2018-03-24 22:11:52.187898 , 2018-03-24 22:28:57.981941
10 , 0.1 , 13 , 0.905 , 0:27:53.153850 , 2018-03-24 22:29:00.267944 , 2018-03-24 22:56:53.421794
20 , 0.001 , 3 , 0.824 , 0:07:26.269307 , 2018-03-24 22:56:55.834016 , 2018-03-24 23:04:22.103323
20 , 0.001 , 5 , 0.8704 , 0:12:13.355545 , 2018-03-24 23:04:24.355562 , 2018-03-24 23:16:37.711107
20 , 0.001 , 8 , 0.9022 , 0:18:38.940496 , 2018-03-24 23:16:40.008219 , 2018-03-24 23:35:18.948715
20 , 0.001 , 13 , 0.9129 , 0:31:02.635854 , 2018-03-24 23:35:19.322012 , 2018-03-25 00:06:21.957866
20 , 0.01 , 3 , 0.9178 , 0:07:24.063406 , 2018-03-25 00:06:24.328221 , 2018-03-25 00:13:48.391627
20 , 0.01 , 5 , 0.9249 , 0:12:14.480359 , 2018-03-25 00:13:50.725310 , 2018-03-25 00:26:05.205669
20 , 0.01 , 8 , 0.9322 , 0:19:25.349148 , 2018-03-25 00:26:07.537108 , 2018-03-25 00:45:32.886256
20 , 0.01 , 13 , 0.9315 , 0:29:22.876928 , 2018-03-25 00:45:35.175975 , 2018-03-25 01:14:58.052903
20 , 0.1 , 3 , 0.9214 , 0:07:33.974092 , 2018-03-25 01:15:00.300171 , 2018-03-25 01:22:34.274263
20 , 0.1 , 5 , 0.9246 , 0:12:07.691035 , 2018-03-25 01:22:36.562059 , 2018-03-25 01:34:44.253094
20 , 0.1 , 8 , 0.931 , 0:19:09.935406 , 2018-03-25 01:34:46.622162 , 2018-03-25 01:53:56.557568
20 , 0.1 , 13 , 0.9287 , 0:30:54.601803 , 2018-03-25 01:53:58.768423 , 2018-03-25 02:24:53.370226
50 , 0.001 , 3 , 0.882 , 0:10:08.440346 , 2018-03-25 02:24:55.702265 , 2018-03-25 02:35:04.142611
50 , 0.001 , 5 , 0.8973 , 0:16:30.744765 , 2018-03-25 02:35:06.557454 , 2018-03-25 02:51:37.302219
50 , 0.001 , 8 , 0.9114 , 0:26:50.094506 , 2018-03-25 02:51:39.669980 , 2018-03-25 03:18:29.764486
50 , 0.001 , 13 , 0.921 , 0:41:10.157050 , 2018-03-25 03:18:32.120939 , 2018-03-25 03:59:42.277989
50 , 0.01 , 3 , 0.9352 , 0:09:57.319019 , 2018-03-25 03:59:44.571206 , 2018-03-25 04:09:41.890225
50 , 0.01 , 5 , 0.9436 , 0:16:16.956465 , 2018-03-25 04:09:44.304667 , 2018-03-25 04:26:01.261132
50 , 0.01 , 8 , 0.9537 , 0:26:40.498664 , 2018-03-25 04:26:03.775593 , 2018-03-25 04:52:44.274257
50 , 0.01 , 13 , 0.9578 , 0:40:27.197585 , 2018-03-25 04:52:46.562760 , 2018-03-25 05:33:13.760345
50 , 0.1 , 3 , 0.9519 , 0:10:00.603547 , 2018-03-25 05:33:16.094241 , 2018-03-25 05:43:16.697788
50 , 0.1 , 5 , 0.9512 , 0:16:37.198702 , 2018-03-25 05:43:19.147373 , 2018-03-25 05:59:56.346075
50 , 0.1 , 8 , 0.9532 , 0:26:55.251903 , 2018-03-25 05:59:58.756305 , 2018-03-25 06:26:54.008208
50 , 0.1 , 13 , 0.9534 , 0:42:20.470761 , 2018-03-25 06:26:56.212849 , 2018-03-25 07:09:16.683610
100 , 0.001 , 3 , 0.8825 , 0:12:12.774690 , 2018-03-25 07:09:19.015095 , 2018-03-25 07:21:31.789785
100 , 0.001 , 5 , 0.8998 , 0:22:40.604443 , 2018-03-25 07:21:34.160464 , 2018-03-25 07:44:14.764907
100 , 0.001 , 8 , 0.9127 , 0:36:22.359946 , 2018-03-25 07:44:17.054929 , 2018-03-25 08:20:39.414875
100 , 0.001 , 13 , 0.9253 , 0:57:17.128853 , 2018-03-25 08:20:41.701886 , 2018-03-25 09:17:58.830739
100 , 0.01 , 3 , 0.9415 , 0:14:09.091280 , 2018-03-25 09:18:01.206995 , 2018-03-25 09:32:10.298275
100 , 0.01 , 5 , 0.9524 , 0:22:45.172377 , 2018-03-25 09:32:12.591084 , 2018-03-25 09:54:57.763461
100 , 0.01 , 8 , 0.9597 , 0:36:10.940905 , 2018-03-25 09:54:59.974654 , 2018-03-25 10:31:10.915559
100 , 0.01 , 13 , 0.9688 , 0:57:23.890484 , 2018-03-25 10:31:13.286461 , 2018-03-25 11:28:37.176945
100 , 0.1 , 3 , 0.9637 , 0:13:59.374606 , 2018-03-25 11:28:39.591345 , 2018-03-25 11:42:38.965951
100 , 0.1 , 5 , 0.9628 , 0:22:44.723130 , 2018-03-25 11:42:41.257870 , 2018-03-25 12:05:25.981000
100 , 0.1 , 8 , 0.9662 , 0:36:37.130955 , 2018-03-25 12:05:28.231491 , 2018-03-25 12:42:05.362446
100 , 0.1 , 13 , 0.9642 , 0:56:44.558610 , 2018-03-25 12:42:07.814657 , 2018-03-25 13:38:52.373267
5 , 0.001 , 3 , 0.4042 , 0:06:15.701537 , 2018-03-25 13:38:54.661998 , 2018-03-25 13:45:10.363535
5 , 0.001 , 5 , 0.6051 , 0:10:07.620304 , 2018-03-25 13:45:12.815154 , 2018-03-25 13:55:20.435458
5 , 0.001 , 8 , 0.4606 , 0:16:09.436471 , 2018-03-25 13:55:22.681996 , 2018-03-25 14:11:32.118467
5 , 0.001 , 13 , 0.5169 , 0:26:12.959327 , 2018-03-25 14:11:34.487518 , 2018-03-25 14:37:47.446845
5 , 0.01 , 3 , 0.6858 , 0:06:12.961034 , 2018-03-25 14:37:49.779860 , 2018-03-25 14:44:02.740894
5 , 0.01 , 5 , 0.64 , 0:10:09.175365 , 2018-03-25 14:44:05.115059 , 2018-03-25 14:54:14.290424
5 , 0.01 , 8 , 0.7221 , 0:16:16.165052 , 2018-03-25 14:54:16.585513 , 2018-03-25 15:10:32.750565
5 , 0.01 , 13 , 0.7955 , 0:24:04.129312 , 2018-03-25 15:10:35.075700 , 2018-03-25 15:34:39.205012
5 , 0.1 , 3 , 0.8003 , 0:06:09.822297 , 2018-03-25 15:34:41.492635 , 2018-03-25 15:40:51.314932
5 , 0.1 , 5 , 0.6494 , 0:11:05.024116 , 2018-03-25 15:40:53.643229 , 2018-03-25 15:51:58.667345
5 , 0.1 , 8 , 0.732 , 0:16:27.377561 , 2018-03-25 15:52:00.994361 , 2018-03-25 16:08:28.371922
5 , 0.1 , 13 , 0.8092 , 0:25:59.324742 , 2018-03-25 16:08:30.618265 , 2018-03-25 16:34:29.943007
10 , 0.001 , 3 , 0.6993 , 0:06:31.045030 , 2018-03-25 16:34:32.231297 , 2018-03-25 16:41:03.276327
10 , 0.001 , 5 , 0.8345 , 0:10:46.994448 , 2018-03-25 16:41:05.690922 , 2018-03-25 16:51:52.685370
10 , 0.001 , 8 , 0.7956 , 0:17:00.926722 , 2018-03-25 16:51:54.936171 , 2018-03-25 17:08:55.862893
10 , 0.001 , 13 , 0.8681 , 0:26:10.737225 , 2018-03-25 17:08:58.155248 , 2018-03-25 17:35:08.892473
10 , 0.01 , 3 , 0.8518 , 0:06:32.551565 , 2018-03-25 17:35:11.299765 , 2018-03-25 17:41:43.851330
10 , 0.01 , 5 , 0.8871 , 0:10:55.426558 , 2018-03-25 17:41:46.179039 , 2018-03-25 17:52:41.605597
10 , 0.01 , 8 , 0.8732 , 0:16:52.233815 , 2018-03-25 17:52:43.899902 , 2018-03-25 18:09:36.133717
10 , 0.01 , 13 , 0.9086 , 0:27:38.554703 , 2018-03-25 18:09:38.505230 , 2018-03-25 18:37:17.059933
10 , 0.1 , 3 , 0.8871 , 0:06:31.585593 , 2018-03-25 18:37:19.474247 , 2018-03-25 18:43:51.059840
10 , 0.1 , 5 , 0.8825 , 0:10:54.955266 , 2018-03-25 18:43:53.350025 , 2018-03-25 18:54:48.305291
10 , 0.1 , 8 , 0.8958 , 0:15:38.395285 , 2018-03-25 18:54:50.634138 , 2018-03-25 19:10:29.029423
10 , 0.1 , 13 , 0.896 , 0:27:27.399685 , 2018-03-25 19:10:31.315526 , 2018-03-25 19:37:58.715211
20 , 0.001 , 3 , 0.8306 , 0:07:23.344395 , 2018-03-25 19:38:01.132956 , 2018-03-25 19:45:24.477351
20 , 0.001 , 5 , 0.8924 , 0:12:16.755683 , 2018-03-25 19:45:26.845848 , 2018-03-25 19:57:43.601531
20 , 0.001 , 8 , 0.8926 , 0:19:13.394046 , 2018-03-25 19:57:45.889443 , 2018-03-25 20:16:59.283489
20 , 0.001 , 13 , 0.9068 , 0:30:37.993378 , 2018-03-25 20:17:01.697076 , 2018-03-25 20:47:39.690454
20 , 0.01 , 3 , 0.9162 , 0:07:22.074536 , 2018-03-25 20:47:42.104030 , 2018-03-25 20:55:04.178566
20 , 0.01 , 5 , 0.915 , 0:12:03.432023 , 2018-03-25 20:55:06.592493 , 2018-03-25 21:07:10.024516
20 , 0.01 , 8 , 0.9267 , 0:17:37.277548 , 2018-03-25 21:07:12.480334 , 2018-03-25 21:24:49.757882
20 , 0.01 , 13 , 0.9355 , 0:31:13.804024 , 2018-03-25 21:24:52.170042 , 2018-03-25 21:56:05.974066
20 , 0.1 , 3 , 0.9165 , 0:07:21.818571 , 2018-03-25 21:56:08.342312 , 2018-03-25 22:03:30.160883
20 , 0.1 , 5 , 0.9236 , 0:12:05.021414 , 2018-03-25 22:03:32.529287 , 2018-03-25 22:15:37.550701
20 , 0.1 , 8 , 0.9271 , 0:19:16.933835 , 2018-03-25 22:15:39.878463 , 2018-03-25 22:34:56.812298
20 , 0.1 , 13 , 0.9233 , 0:30:52.366763 , 2018-03-25 22:34:59.181708 , 2018-03-25 23:05:51.548471
50 , 0.001 , 3 , 0.8758 , 0:08:31.378147 , 2018-03-25 23:05:53.963023 , 2018-03-25 23:14:25.341170
50 , 0.001 , 5 , 0.8979 , 0:16:35.712420 , 2018-03-25 23:14:27.665449 , 2018-03-25 23:31:03.377869
50 , 0.001 , 8 , 0.9101 , 0:26:10.206420 , 2018-03-25 23:31:05.706649 , 2018-03-25 23:57:15.913069
50 , 0.001 , 13 , 0.9195 , 0:42:16.902009 , 2018-03-25 23:57:18.200203 , 2018-03-26 00:39:35.102212
50 , 0.01 , 3 , 0.9304 , 0:09:59.095086 , 2018-03-26 00:39:37.348421 , 2018-03-26 00:49:36.443507
50 , 0.01 , 5 , 0.9472 , 0:16:23.227896 , 2018-03-26 00:49:38.729667 , 2018-03-26 01:06:01.957563
50 , 0.01 , 8 , 0.9494 , 0:24:59.785840 , 2018-03-26 01:06:04.421849 , 2018-03-26 01:31:04.207689
50 , 0.01 , 13 , 0.9571 , 0:40:28.491823 , 2018-03-26 01:31:06.576918 , 2018-03-26 02:11:35.068741
50 , 0.1 , 3 , 0.9498 , 0:10:04.008625 , 2018-03-26 02:11:37.397791 , 2018-03-26 02:21:41.406416
50 , 0.1 , 5 , 0.9565 , 0:16:19.465367 , 2018-03-26 02:21:43.619974 , 2018-03-26 02:38:03.085341
50 , 0.1 , 8 , 0.959 , 0:26:12.784836 , 2018-03-26 02:38:05.416546 , 2018-03-26 03:04:18.201382
50 , 0.1 , 13 , 0.9574 , 0:42:34.158112 , 2018-03-26 03:04:20.535084 , 2018-03-26 03:46:54.693196
100 , 0.001 , 3 , 0.8832 , 0:13:48.599317 , 2018-03-26 03:46:56.941677 , 2018-03-26 04:00:45.540994
100 , 0.001 , 5 , 0.9006 , 0:22:44.455282 , 2018-03-26 04:00:47.828119 , 2018-03-26 04:23:32.283401
100 , 0.001 , 8 , 0.913 , 0:34:18.404046 , 2018-03-26 04:23:34.728803 , 2018-03-26 04:57:53.132849
100 , 0.001 , 13 , 0.9248 , 0:58:44.863354 , 2018-03-26 04:57:55.507142 , 2018-03-26 05:56:40.370496
100 , 0.01 , 3 , 0.9402 , 0:13:45.589903 , 2018-03-26 05:56:42.616305 , 2018-03-26 06:10:28.206208
100 , 0.01 , 5 , 0.9516 , 0:22:54.864892 , 2018-03-26 06:10:30.622570 , 2018-03-26 06:33:25.487462
100 , 0.01 , 8 , 0.9605 , 0:34:59.475342 , 2018-03-26 06:33:27.736004 , 2018-03-26 07:08:27.211346
100 , 0.01 , 13 , 0.9648 , 0:58:41.667563 , 2018-03-26 07:08:29.500558 , 2018-03-26 08:07:11.168121
100 , 0.1 , 3 , 0.9639 , 0:13:48.436958 , 2018-03-26 08:07:13.496144 , 2018-03-26 08:21:01.933102
100 , 0.1 , 5 , 0.9674 , 0:22:36.964826 , 2018-03-26 08:21:04.385017 , 2018-03-26 08:43:41.349843
100 , 0.1 , 8 , 0.9667 , 0:34:35.456688 , 2018-03-26 08:43:43.678959 , 2018-03-26 09:18:19.135647
100 , 0.1 , 13 , 0.9645 , 0:59:23.060293 , 2018-03-26 09:18:21.427654 , 2018-03-26 10:17:44.487947
5 , 0.001 , 3 , 0.4589 , 0:06:14.406253 , 2018-03-26 10:17:46.860670 , 2018-03-26 10:24:01.266923
5 , 0.001 , 5 , 0.5086 , 0:10:18.544782 , 2018-03-26 10:24:03.643404 , 2018-03-26 10:34:22.188186
5 , 0.001 , 8 , 0.6241 , 0:16:23.199986 , 2018-03-26 10:34:24.477342 , 2018-03-26 10:50:47.677328
5 , 0.001 , 13 , 0.5521 , 0:24:18.542768 , 2018-03-26 10:50:50.002412 , 2018-03-26 11:15:08.545180
5 , 0.01 , 3 , 0.7016 , 0:06:09.785296 , 2018-03-26 11:15:10.915052 , 2018-03-26 11:21:20.700348
5 , 0.01 , 5 , 0.7674 , 0:10:17.009447 , 2018-03-26 11:21:22.984464 , 2018-03-26 11:31:39.993911
5 , 0.01 , 8 , 0.5111 , 0:16:16.310439 , 2018-03-26 11:31:42.326356 , 2018-03-26 11:47:58.636795
5 , 0.01 , 13 , 0.8116 , 0:25:49.855045 , 2018-03-26 11:48:00.923662 , 2018-03-26 12:13:50.778707
5 , 0.1 , 3 , 0.6677 , 0:06:12.685001 , 2018-03-26 12:13:53.105455 , 2018-03-26 12:20:05.790456
5 , 0.1 , 5 , 0.8179 , 0:10:14.935259 , 2018-03-26 12:20:08.244797 , 2018-03-26 12:30:23.180056
5 , 0.1 , 8 , 0.7507 , 0:16:05.802615 , 2018-03-26 12:30:25.462387 , 2018-03-26 12:46:31.265002
5 , 0.1 , 13 , 0.7858 , 0:24:35.369676 , 2018-03-26 12:46:33.551305 , 2018-03-26 13:11:08.920981
10 , 0.001 , 3 , 0.7171 , 0:06:44.839512 , 2018-03-26 13:11:11.209303 , 2018-03-26 13:17:56.048815
10 , 0.001 , 5 , 0.7788 , 0:10:50.732301 , 2018-03-26 13:17:58.424468 , 2018-03-26 13:28:49.156769
10 , 0.001 , 8 , 0.7657 , 0:17:12.032132 , 2018-03-26 13:28:51.451192 , 2018-03-26 13:46:03.483324
10 , 0.001 , 13 , 0.7756 , 0:27:44.017440 , 2018-03-26 13:46:05.857302 , 2018-03-26 14:13:49.874742
10 , 0.01 , 3 , 0.886 , 0:06:32.002240 , 2018-03-26 14:13:52.162658 , 2018-03-26 14:20:24.164898
10 , 0.01 , 5 , 0.887 , 0:10:46.241190 , 2018-03-26 14:20:26.455107 , 2018-03-26 14:31:12.696297
10 , 0.01 , 8 , 0.9057 , 0:17:16.696183 , 2018-03-26 14:31:15.105731 , 2018-03-26 14:48:31.801914
10 , 0.01 , 13 , 0.877 , 0:26:31.813072 , 2018-03-26 14:48:34.133438 , 2018-03-26 15:15:05.946510
10 , 0.1 , 3 , 0.8884 , 0:06:36.287287 , 2018-03-26 15:15:08.360883 , 2018-03-26 15:21:44.648170
10 , 0.1 , 5 , 0.8964 , 0:10:48.971805 , 2018-03-26 15:21:47.017981 , 2018-03-26 15:32:35.989786
10 , 0.1 , 8 , 0.9107 , 0:16:49.889992 , 2018-03-26 15:32:38.358104 , 2018-03-26 15:49:28.248096
10 , 0.1 , 13 , 0.8958 , 0:27:36.707006 , 2018-03-26 15:49:30.621343 , 2018-03-26 16:17:07.328349
20 , 0.001 , 3 , 0.8599 , 0:07:32.242344 , 2018-03-26 16:17:09.651618 , 2018-03-26 16:24:41.893962
20 , 0.001 , 5 , 0.8807 , 0:12:08.773103 , 2018-03-26 16:24:44.184224 , 2018-03-26 16:36:52.957327
20 , 0.001 , 8 , 0.8989 , 0:18:17.550824 , 2018-03-26 16:36:55.245237 , 2018-03-26 16:55:12.796061
20 , 0.001 , 13 , 0.9047 , 0:30:56.011448 , 2018-03-26 16:55:13.084691 , 2018-03-26 17:26:09.096139
20 , 0.01 , 3 , 0.918 , 0:07:22.082528 , 2018-03-26 17:26:11.584790 , 2018-03-26 17:33:33.667318
20 , 0.01 , 5 , 0.9224 , 0:12:06.065952 , 2018-03-26 17:33:36.036257 , 2018-03-26 17:45:42.102209
20 , 0.01 , 8 , 0.9217 , 0:20:22.016551 , 2018-03-26 17:45:44.388959 , 2018-03-26 18:06:06.405510
20 , 0.01 , 13 , 0.9294 , 0:30:57.259047 , 2018-03-26 18:06:08.823024 , 2018-03-26 18:37:06.082071
20 , 0.1 , 3 , 0.9182 , 0:07:24.794681 , 2018-03-26 18:37:08.492006 , 2018-03-26 18:44:33.286687
20 , 0.1 , 5 , 0.9312 , 0:12:04.162054 , 2018-03-26 18:44:35.702450 , 2018-03-26 18:56:39.864504
20 , 0.1 , 8 , 0.9339 , 0:17:54.153615 , 2018-03-26 18:56:42.194765 , 2018-03-26 19:14:36.348380
20 , 0.1 , 13 , 0.9247 , 0:31:36.678784 , 2018-03-26 19:14:38.680095 , 2018-03-26 19:46:15.358879
50 , 0.001 , 3 , 0.8801 , 0:10:09.961412 , 2018-03-26 19:46:17.695861 , 2018-03-26 19:56:27.657273
50 , 0.001 , 5 , 0.8979 , 0:16:24.609973 , 2018-03-26 19:56:29.985813 , 2018-03-26 20:12:54.595786
50 , 0.001 , 8 , 0.9121 , 0:25:40.738740 , 2018-03-26 20:12:56.974328 , 2018-03-26 20:38:37.713068
50 , 0.001 , 13 , 0.9216 , 0:40:56.335177 , 2018-03-26 20:38:40.002461 , 2018-03-26 21:19:36.337638
50 , 0.01 , 3 , 0.933 , 0:09:56.262456 , 2018-03-26 21:19:38.667516 , 2018-03-26 21:29:34.929972
50 , 0.01 , 5 , 0.945 , 0:16:34.758952 , 2018-03-26 21:29:37.265033 , 2018-03-26 21:46:12.023985
50 , 0.01 , 8 , 0.9505 , 0:26:27.500724 , 2018-03-26 21:46:14.358988 , 2018-03-26 22:12:41.859712
50 , 0.01 , 13 , 0.9574 , 0:41:11.439311 , 2018-03-26 22:12:44.113123 , 2018-03-26 22:53:55.552434
50 , 0.1 , 3 , 0.9538 , 0:09:53.951324 , 2018-03-26 22:53:57.801301 , 2018-03-26 23:03:51.752625
50 , 0.1 , 5 , 0.9536 , 0:16:21.348908 , 2018-03-26 23:03:54.128098 , 2018-03-26 23:20:15.477006
50 , 0.1 , 8 , 0.9546 , 0:25:59.698490 , 2018-03-26 23:20:17.725427 , 2018-03-26 23:46:17.423917
50 , 0.1 , 13 , 0.9537 , 0:42:12.045674 , 2018-03-26 23:46:19.838262 , 2018-03-27 00:28:31.883936
100 , 0.001 , 3 , 0.8846 , 0:13:52.735229 , 2018-03-27 00:28:34.137847 , 2018-03-27 00:42:26.873076
100 , 0.001 , 5 , 0.9025 , 0:21:12.639882 , 2018-03-27 00:42:29.246468 , 2018-03-27 01:03:41.886350
100 , 0.001 , 8 , 0.9141 , 0:36:19.240472 , 2018-03-27 01:03:44.175723 , 2018-03-27 01:40:03.416195
100 , 0.001 , 13 , 0.9251 , 0:57:41.719282 , 2018-03-27 01:40:05.867874 , 2018-03-27 02:37:47.587156
100 , 0.01 , 3 , 0.9394 , 0:13:50.137655 , 2018-03-27 02:37:49.875186 , 2018-03-27 02:51:40.012841
100 , 0.01 , 5 , 0.9501 , 0:22:54.074966 , 2018-03-27 02:51:42.343390 , 2018-03-27 03:14:36.418356
100 , 0.01 , 8 , 0.9589 , 0:36:22.499167 , 2018-03-27 03:14:38.707506 , 2018-03-27 03:51:01.206673
